Artist,Song,Lyrics,Dialect
 aymane serhani, a toz,"[Aymane Serhani]
Ah! Farid et Oussama, Aymane Serhani
Juston Record !

[Aymane Serhani]




Ouh Eh Eh Ya Eh Ya, C'est la fiesta
Ouh Eh Eh Ya Eh Ya, Tu réponds pas
Ouh Eh Eh Ya Eh Ya, Mais ça vas pas
Ouh Eh Eh Ya Eh Ya, ils sont tous là

[Farid & Oussama]
Aji tachtah, aji Dorkhos
Dima m'zine, dima beau gosse
Allez bouge, allez danse, allez lève toi, vas-y chante !
Vas-y viens, vas-y ose
Tu viens pas ? Ah Triple Toz ... A Toz
Tous ensemble on danse sur l'tempo
Mat7afiche, oublie tes blems-pro
Vas-y viens, Arwah Arwah
Vas-y viens, Achtah Achtah
Pour mes blacks, mes blancs, mes beurres
On va danser jusqu'à pas d'heures




Vas-y viens, Arwah Arwah
Vas-y viens, Achtah Achtah

[Aymane Serhani]
Ouh Eh Eh Ya Eh Ya, C'est la fiesta
Ouh Eh Eh Ya Eh Ya, Tu réponds pas
Ouh Eh Eh Ya Eh Ya, Mais ça vas pas
Ouh Eh Eh Ya Eh Ya, ils sont tous là

[Farid & Oussama]
Eh Ouh Ah, Eh Ouh Ah
Yallah yallah, achtah achtah, aradah aradah
Vas à droite, vas à gauche, vas tout droit
Ou sinon Toz

[Aymane Serhani]
Ouh Eh Eh Ya Eh Ya, C'est la fiesta
Ouh Eh Eh Ya Eh Ya, Tu réponds pas




Ouh Eh Eh Ya Eh Ya, Mais ça vas pas
Ouh Eh Eh Ya Eh Ya, ils sont tous là

[Aymane Serhani]
A l'oriental on vas danser
Bouger toute la soirée
Tout le monde est ambiancé
Non, non faut pas s'gêner
L'occasion d'se défouler
Viens, t'es invité
La piste est blindée

[Aymane Serhani]
Ouh Eh Eh Ya Eh Ya, C'est la fiesta
Ouh Eh Eh Ya Eh Ya, Tu réponds pas
Ouh Eh Eh Ya Eh Ya, Mais ça vas pas
Ouh Eh Eh Ya Eh Ya, ils sont tous là





[Farid & Oussama]
Eh Ouh Ah, Eh Ouh Ah
Yallah yallah, achtah achtah, aradah aradah
Tu veux pas chanter ? A Toz
Tu veux pas de lever ? A Toz
Tu veux pas danser ? A Toz

[Aymane Serhani]
Ouh Eh Eh Ya Eh Ya, C'est la fiesta
Ouh Eh Eh Ya Eh Ya, Tu réponds pas
Ouh Eh Eh Ya Eh Ya, Mais ça vas pas
Ouh Eh Eh Ya Eh Ya, ils sont tous là








				",0
 aymane serhani, lay lay,"Lay lay lay lay
7beybi deyrin les soirée
Ohhhhhhhhhh
7beybi dayrin les soirée
7obi m3aya sans arrêt




7beybi dayrin les soirées
M3a Aymane lila hadhi

Heya heya tous le monde est là
Allô allô finek y'a mra
Derti m3eya me jetinich
Wale tobghinima me tkhalinich
Ray hey ray (x4)
7beybi dayrin les soirées
7obi m3eya sans arrêt
7beybi dayrine les soirées
M3a Aymane lila hadhi

Ohhhhhhhhhh
Ki bghritouni ma nesharchey
Hiya m3eya 7bibet yali
Fis3idiya sahartini
Baghya hiya Aymane Serhani




Ray hey ray (x4)
7beybi dayrine les soirées
7obi m3eya sans arrêt
7beybi dayrine les soirées
M3a Aymane lila hadhi

Rwa7ou tasahrou, tasahrou m3eya
L'équipe d'yali raha jeya
Kolchiy 3la 7sabi wene nghani
A3tini l'micro heya n'testi
Ray hey Ray (x4)
7beybi dayrine les soirées
7obi m3eya sans arrêt
7beybi dayrine les soirées
Haaa m3a Aymane lila hadhi








				",0
 aymane serhani, elle me rend dingue,"[Alrima]
Elle est che-fraî, elle m’a piqué
Elle me fait péter les plombs
Elle est che-fraî, elle m’a piqué
Elle me-elle me fait péter les plombs




Et quand j’la vois j’deviens fou omri
La plus fraîche d’la té-ci
Elle pense que j’mens, que j’suis un tho-my
Et que j’suis un homme à fille
Je suis sérieux, j’plaisante pas
J’quitterai la tess’ rien qu’pour toi
Tu veux t’rier-ma, j’prends la date
Tu veux un hlel j’prends deux dates

[Alrima]
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop, elle est trop, elle est trop, elle est trop ouais

[Alrima]
Elle me rend dingue-dingue-dingue




J’suis piqué ya omri
Elle me rend dingue-dingue-dingue
Ayniya w ma chérie
Elle me rend dingue-dingue-dingue
J’peux dead quand elle me sourit
Elle me rend dingue-dingue-dingue
Habeltini nti nti nti

[Alrima]
Hello la miss, j’veux pas être ton ami
La gow me piste, j’dois faire gaffe quand j’agis
J’pète les plombs, j’veux plus être solo
Ma belle faut qu’tu m’followes
Si on est ensemble, ça parlera dans notre dos
Ils sont jaloux, on est trop beaux
Même toutes tes copines ne pourront pas m’stopper




C’est toi, c’est toi et moi pour la vie
Elle parle de moi à sa famille j’le sais
C’est toi et moi, c’est promis

[Alrima]
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop che-fraî, la meuf est trop nne-bo
Elle est trop, elle est trop, elle est trop, elle est trop ouais

[Alrima]
Elle me rend dingue-dingue-dingue
J’suis piqué ya omri
Elle me rend dingue-dingue-dingue
Ayniya w ma chérie
Elle me rend dingue-dingue-dingue
J’peux dead quand elle me sourit




Elle me rend dingue-dingue-dingue
Habeltini nti nti nti

[Alrima]
Hiya Hiya l bijou ta3i
Khaliwni na3tilha smiyti
M3aha ana Bghit ndir weldi
Parceque vraiment nmout ala hbibti
Goulouli chkoun li ydawini
Khosni wahda li tebghini
Lkit seba goultili chanteur
Nwa3dak ana machi menteur
Yaw telement hlouwa bghitek ana choufi fiya hadri maaya
Ana l9awli lhal , ana ghadni lhal min nebka 3akel

3akel 3akel






[Alrima]
Elle me rend dingue-dingue-dingue
J’suis piqué ya omri
Elle me rend dingue-dingue-dingue
Ayniya w ma chérie
Elle me rend dingue-dingue-dingue
J’peux dead quand elle me sourit
Elle me rend dingue-dingue-dingue
Habeltini nti nti nti

[Alrima]
J’suis, j’suis piqué ya omri
J’peux dead quand elle me sourit








				",0
 aymane serhani, ven aqui,"[Aymane Serhani]
Dawhali ou sem7et fiya, la bgha fel cortège nel7egha
Pourtant l'm7eba binatna, hada film wola masra7iya




Dawhali ou sem7et fiya, la bgha fel cortège nel7egha
Pourtant l'm7eba binatna, hada film wola masra7iya
Rata-ta-ta-ta-ta-ta, rata-ta-ta-ta-ta-ta
Eywa, par example

[Aymane Serhani & Ahmed Chawki]
Ou heya ou heya lghbina nta3i chkone li y 7ess biha
Ou heya ou heya ou heya galbi meskine fragile ou 7nine
Ou heya ou heya héé'ey ya 9amar
Ou heya ou heya ou heya bla bik ma na9dar

[Aymane Serhani & Ahmed Chawki]
Yana 7iyati bla blik walou (walou)
Ma tro7ich y stechfo les jaloux




W'3lik galbi yadrab
3omri nedik ou nehrab
Yana 7iyati bla blik walou
Ma tro7ich y stechfo les jaloux
W'3lik galbi yadrab
3omri nedik ou nehrab
Rata-ta-ta-ta-ta-taaaah

Ya l'histoire m3aha bditha
Ey ey ! 7lawtek bo7edha
Khayef y douha 3liya
Nep9a m3ak jamais j'te quitte
Haki haki galbi tu le mérites

[Aymane Serhani]
Wahhh Puerto Banus ou Puerto Banus
Marbella ou dikrayate
Marbella ou Marbella-aa-aah




Katar kherek merci

[Aymane Serhani & Ahmed Chawki]
3raft nsa f7yiati, machi kima nti, ven aquí, ven aquí
Golili weraki ! Ven aquí, ven aquí, haki galbi haki
Yana galbi délicat ou bla bik y tmanqua, ven aquí, ven aquí
Golili weraki, ven aquí, ven aquí, haki galbi haki

[ Aymane Serhani]
Jma3a chaba ou la clientèle en générale bien sûr ou
Nmoute 3likome ga3 ga3 ga3








				",0
 aymane serhani, loquito de amor,"Aie aie aie que son tus sacais, que me tienen loco aie, loquito de amor
Aie aie aie que es lo que tu tienes, baila zina dialy, tú eres mi amor
anaya ki chetha galbi nekhtef




ngolkom sa7 rani mesta3ref
bi sor3a seknet lkebda,
ma tedi blasetha 7ata wa7da
Lokane tebki ntiya
Le monde yesma3 biya
golo la7babi
Rani dite mektabi
Aie aie aie que son tus sacais, que me tienen loco aie, loquito de amor
Aie aie aie que es lo que tu tienes, baila zina dialy, tú eres mi amor
Mais qu'est-ce qu'elle est belle, aie chadni lahbal.
Nbat fiha nfakar wana galbi ma sbar
Aie aie aie que son tus sacais, que me tienen loco aie, loquito de amor
Aie aie aie que es lo que tu tienes, baila zina dialy, tú eres mi amor




Gatli nta galbi raho lik
men bekri rani na3cha9 fik
ya nta 7omane ktafi
Rani m3ak bel galb safi
Li ra7 ou khelak
y ji nhar ou yetmenak
ga3 s7abi 3almouni
ya hagda tesrali
Aie aie aie que son tus sacais, que me tienen loco aie, loquito de amor
Aie aie aie que es lo que tu tienes, baila zina dialy, tú eres mi amor









				",0
 aymane serhani, la beaute,"Yaw Radi Nesta39el
Telma3 hlewa ki l3sel

La Beauté
La Beauté




Mgique 3achkek nti
Ya 3omri bya hessi
N3isho film romenci
Yaah Yaah Yaah

Wesh raki tbrini?
Wela 3ajbek mon succes?
Golili win raki
Nji bel kawa zaki
WAW

Jabet 3a9liya jdida
Tel3abha tayha mrida

EYWAA
RATAKTATAKRATAKTATAK

Yaw Radi Nesta39el




Telma3 hlewa ki l3sel

Galbi t3alak bik
Yaw C'est a dire nbrik

La Beauté
La Beauté
Mgique 3achkek nti
Ya 3omri bya hessi
N3isho film romenci
Yaah Yaah Yaah

Des fois tbri dabezni
Yerham bouk bb kalmy
Tel3i thewdi f mon cœur
Galbi machi ascenseur
Ida ma ye9belch khoha
Darhom nekhwenha




 
Ndirlek khatem fi yedik
Nredo 3chakna publique
Tgoli jtm Aymane
Ne9ta3lek Lamm
O ma ndirch marche arrière
3ajboni Tes manières

La Beauté
La Beauté
Mgique 3achkek nti
Ya 3omri bya hessi
N3isho film romenci
Yaah Yaah Yaah

Wesh raki tbrini?
Wela 3ajbek mon succes?
Golili win raki




Nji bel kawa zaki
WAW

Jabet 3a9liya jdida
Tel3abha tayha mrida
EJWAA

Ki tenzel mel auto
Tebka riha fi hwayji

Min tgoli bonne nuit
Nkrah w je m'ennui

Hayarti albi m3aak
O ana bastanak
Bhebak mawt
Wa li sabri hdud
Sem3ii ahla kalam





N3isho ahla ayam









				",0
 aymane serhani, dayrine dajja,"Ha-ha-ha
Breh
Allez, tout l'monde
Soum-soum
Eywah




 
Ya ndirlek l'hema ntiya lm3alma ou heheyaa
Hadratha sa7ira, fa9datli dakira
Nsite ga3 ro7i, ngablek ghir nti
À minuit nghanilek, nfajilek ghomtek
T3arfini sincère, ya ndir m3ak affaire

Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya
Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya

Y n3al bo 7ayati ya bla madamti
Ya l'compte m3amarr, nkemleh 3lik ya la3mer
Ndiro fiha soirée ou li yssedna y garé
3ichi ta vie 3ichi, m3aya kolchi yemchi
Wine tebghi n'réservé, ana njiblek l'envie





Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya
Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya

Tu sabes que te quiero, olé guapa

Galbi yebghik bayen
Nebghik ou cha kayen
Hiya zine kidayer
3liha rani ghayer
Rani nawi ro7 b3id
Ou ma na7lafch fel vide
Galbi yebghik bayen
Na3cha9 fik cha kayen
Talgi ro7ek ma tkhafich ana menek ma nzich
Hé ya 3omri blonde, ya mhabla tout l'monde
3liha la commande, 3aycha à la mode




Zinek fat l7odod, blastek fi hollywood
Ya sawri ou caméré, raki attiri

Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya
Rana dayrine daja, selfie ta7t l'moja
Eya ro7o la playa, jetski ou nti moraya








				",0
 l7or, hes biya,"Hes biya meli fi aini tchouf bla ma nechrah
Yemma mwalfa nghib, nbat ma nasbah
Hafed torqani leqdam we rwayed fin ka techtah
Nestahel ila bkit hetan mnin ka nefrah





Wila bghit newsaf jrahi, gha nersam bhar
Mwajou aalya w gha nlouwen mah be lahmar
Li qrab meni ya'aarfouni b'aini ka nahdar
Meli ka nebghir nqoul saket ka naqder

Mazroue fi qalbi ward, chouk wela ktar
Hada dalil ma'aandich qalb men hjar
W'serri sam'ou meni l'bhar
Ma omrou gha yahder, khassou lsan bech yahdar

Wela fi triqi chouk, khalihoum yejarhouni
Eliya ya yemma khaleouk maqedrouch yeqotlouni
Tafi l'téléphone w aaytak fel qalb ysonné
We bwahdek li fi had el koun, ma cheftich kif chafouni

Ka tchouni safi we li daz kafi
Weleft hmama taret ma welat le ktafi




Qolt le rih nta sbab jaweb nafi
Kifech gha nkoun ktar men bared wela dafi

Rani mehtajek lyoum
Feyn dayae fouadi
Mkhalini mahmoum, ma ka nchouf noum, ma qader n'eich aadi
Chouf nas kif tloum
B'wehdi mathoum we li baqi koulchi qadi
Rih m'aawna leghyoum tahjeb aaliya njoum we lil saket w radi
Rani mehtajek el youm
Feyn dayae fouadi
Mkhalini mahmoum, ma ka nchouf noum, ma qader n'eich aadi
Chouf nas kif tloum
B'wehdi mathoum we li baqi koulchi qadi
Rih m'aawna leghyoum tahjeb aaliya njoum we lil saket w radi




 
Ghalta sawiya lflous
Mkayed hfari koul fakh fin medsous
Koul qalb wechnou fih msawes fe ryous
Edyen ka tkhatat w koulchi madrous

Kharwed chitane nfous
Tiba we niya wakelha sous
Tmennaw ahlamak tweli kabous
Mkarfes, maadeb, mehtaj w makhsous

Bghit nqoul ya sidi el qadi
Koulchi aandou madi
We ana masmaetouch wakha eliya ka ynadi
Qoli chkoun ychouf l'aafiya w yeqbel yhadi
We ana chehal men haja kanet ka tjini aadi

Machi ay rsassa kanet liya qatla




Machi ay harb testahel meni lemqatla
Ka nedefa be nar li bghaw tabqa chaela
Neftah ktab hyati we nchouf el woroud dabla

Nesmae el hadra dayra, fiha lekdoub w sah
Li fiya we li machi fiya daba ka yetemsah
Tehefou lehrouf fi dahri ma bqa lsan ka yedbah
Ana li herest zjaj wakha aeraftou gha yejrah

Rahoum ma aarfin walou ghir semeou lgha
Chnou denbi aayech kif ma rabbi bgha
Khalioum yqolou yemma matebkich
Alik nekhser el aalam w ma yhemnich

Rani mehtajek el youm
Feyn dayae fouadi
Mkhalini mahmoum, ma ka nchouf noum, ma qader n'eich aadi





Chouf nas kif tloum
B'wehdi mathoum we li baqi koulchi qadi
Rih m'aawna leghyoum tahjeb aaliya njoum we lil saket w radi
Rani mehtajek el youm
Feyn dayae fouadi
Mkhalini mahmoum, ma ka nchouf noum, ma qader n'eich aadi
Chouf nas kif tloum
B'wehdi mathoum we li baqi koulchi qadi
Rih m'aawna leghyoum tahjeb aaliya njoum we lil saket w radi








				",0
 l7or, ma denbi,"الخيال فاتح موضوع
والقلب وحيد موجود
واش منهم أولى مني 
واش ذنبي
ضحاو عليا شموع 




فميلادي طاحو الدموع
ولا الخوف ممنوع يكون فدربي
آه يا يما آااه
شكون ضد ولدك شكون معاه
شكون زرع الشوك فطريقي باش نلقاه
وشكون لقا لوقيد
وجيت فبالو عليا رماه
وحيث ربي كبير
جا غا الريح طفاه
يا حسرة وخسارة الدنيا غدارة
ولي خدلونا نساو بلي دوارة
آرا يا زمان آرا
كولشي عرف الأيام حگارة
والجرح ما يتسمى جرح
اذا ما خلا الإمارة
ماتقولو ليما راه مجروح وجناحي مكسور




يا زهري ديني معاك نروح فطيارة ولا بابور
قولو الحبيبة راه لي غارو باعونا فابور
وقصتي بين الناس الدور من طنجة للناظور
ماتقولو ليما راه مجروح وجناحي مكسور
يا زهري ديني معاك نروح فطيارة ولا بابور
قولو الحبيبة راه لي غارو باعونا فابور
وقصتي بين الناس الدور من طنجة للناظور


سهران الليل والمشاهب تغني رسامي




ماتاقو بكلامي ماوفالي غرامي
وشكون حرض الريح باش مايفرفرش علامي
وشنو لي خلا لمراية تهضر وهي قدامي
واش باغية تبكيني أولى تنسيني
أولى تخليني ضايع بين البارح واليوم
وكل مرة مشاكل ومصايد وحفاري فطريقي
وعديان جداد يتمناو ينشف ريقي 
وعلاش بغا الحوث يطير وهو غير كيعوم
ويوم يشبه يوم وعلاش بنادم فيا يلوم




والسما لي عامرة غيوم صبت ويدان وفيها نعوم
وياك يحق المظلوم واخا يستروه يبان في يوم


ماتقولو ليما راه مجروح وجناحي مكسور
يا زهري ديني معاك نروح فطيارة ولا بابور
قولو الحبيبة راه لي غارو باعونا فابور
وقصتي بين الناس الدور من طنجة للناظور
ماتقولو ليما راه مجروح وجناحي مكسور
يا زهري ديني معاك نروح فطيارة ولا بابور





قولو الحبيبة راه لي غارو باعونا فابور
وقصتي بين الناس الدور من طنجة للناظور
والله ما ذنبي ولا ذنب لي دارو قلبي
هوما لي حاربونا وسماوها حربي









				",0
 l7or, ya omri,"عذروني البعاد وحبابي حطو ف عنقي سيف
‎تقسم المظل فاليد و خدلني بريح خفيف
‎اجي تقرا كتابي نسيك شمس المعاريف




‎ندفى بالبرد و نتغطى بسمرة العصيف

‎الايام و الاعوام تحكي و تعاود ضروفي
‎فيا يا حنينة شوفي و حسي بالجراح لي ف جوفي
‎عايم والعوام البحر مايشوف لا خوفو والا خوفي
‎و الامواج تغرق وتنجي وخدي تواسيه كفوفي

‎راه فبالي شلى سنين و لي فات و مات
‎ساهي و خيالي راح فين خليت الذكريات
‎ماشي فين وجيت منين ومنين جراحي جات




‎ماهي حكاية را حكايات لي خلات رموشي حنات

‎واش دمايات الجراح السايلة من جناح الطير
‎ماشي كافية و مبقاش من الدم كتير
‎و الشمع ما بقات فيه عافية و الفتيل شنو غيدير
‎و الدنيا غابة يابا شبت وباقي صغير

‎مرة معايا ومرة عليا ،
‎ضربة ف الزمان و ضربة فيا
‎يا عمري فين ماشي بيا
‎ماتخافوش تغلب النية

‎جواري خالي وما ليا ونيس من غير ظلي




‎يا القمرة طلي راه ما جانيش النوم
‎ ليالي مكسور جناحي طاير ومعلي
‎رايح ومخلي كولشي و عكس الامواج نعوم

‎جات ساعة باش العيون تحكي وتتكلم
‎و الشفار ينوب على اليدين ويرفض يسلم
‎ماوفات حروف ولا كلمات و عقول تخمم
‎ بشوفات ندويو ونخليو القلب يتألم

‎وبلا ميعاد فهاد المكان حضرت و جيت




‎مانسيت لي بكاني ولي كرهني ولي بغيت
‎خاين يا زهر و فوام تهضر تهدم لي بنيت
‎وياريت يا عمر نقدر نعيش كيف ما تمنيت

‎و ادا جيت ف منامك يالي مغمض العيون
‎باش نضوي بيتك لاكان مظلام و بلا لون

‎مرة معايا ومرة عليا ،
‎ضربة ف الزمان و ضربة فيا
‎يا عمري فين ماشي بيا
‎ماتخافوش تغلب النية








				",0
